audit_id,image_file,question,gold_answer,clean_answer,probe_results_json,clean_correct,visual_fragile,language_persistence,alignment_instability,label6,insufficient_or_contradictory
audit_0144,images/audit_0144.png,Is there a sandwich in the image?,yes,yes,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""yes"",""applicable"":true,""valid"":true}]",,,,,,
audit_0145,images/audit_0145.png,The cat is on the toilet.,false,true,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""true"",""applicable"":true,""valid"":true}]",,,,,,
audit_0146,images/audit_0146.png,The cat is in the suitcase.,true,true,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""true"",""applicable"":true,""valid"":true}]",,,,,,
audit_0147,images/audit_0147.png,What kind of Tassimo coffee is this? ,french vanilla,French Vanilla,"[{""probe"":""blank"",""answer"":""this is tassimo coffee pod but specific type or flavor cannot be determined from image as it appears to be plain gray placeholder or blank image without any visible branding text or product details"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""vanilla latte"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""french vanilla"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""french vanilla"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""french vanilla"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""vanilla"",""applicable"":true,""valid"":true}]",,,,,,
audit_0148,images/audit_0148.png,The keyboard is touching the cup.,false,false,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""false"",""applicable"":true,""valid"":true}]",,,,,,
audit_0149,images/audit_0149.png,Is the black solid circle on the left larger than the black solid circle on the right?,no,yes,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""yes"",""applicable"":true,""valid"":true}]",,,,,,
audit_0150,images/audit_0150.png,Is the green circle on left larger than the green circle on the right? Yes or No,no,yes,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""yes"",""applicable"":true,""valid"":true}]",,,,,,
audit_0151,images/audit_0151.png,Is there a snowboard in the image?,yes,yes,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""yes"",""applicable"":true,""valid"":true}]",,,,,,
audit_0152,images/audit_0152.png,Is there a tennis racket in the image?,yes,yes,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""yes"",""applicable"":true,""valid"":true}]",,,,,,
audit_0153,images/audit_0153.png,The parking meter is at the left side of the car.,false,false,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""relation"",""answer"":""true"",""applicable"":true,""valid"":true}]",,,,,,
audit_0154,images/audit_0154.png,The cat is on top of the backpack.,true,true,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""relation"",""answer"":""true"",""applicable"":true,""valid"":true}]",,,,,,
audit_0155,images/audit_0155.png,Is there a spoon in the image?,yes,no,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""no"",""applicable"":true,""valid"":true}]",,,,,,
audit_0156,images/audit_0156.png,"Hi, do you see a serial number? It should say SN and then WX on this passport. Thank you.",unanswerable,no,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""no"",""applicable"":true,""valid"":true}]",,,,,,
audit_0157,images/audit_0157.png,The cat is under the car.,true,true,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""relation"",""answer"":""false"",""applicable"":true,""valid"":true}]",,,,,,
audit_0158,images/audit_0158.png,Are these two men in the images the same height? Yes or No,yes,yes,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""no"",""applicable"":true,""valid"":true}]",,,,,,
audit_0159,images/audit_0159.png,"According to the chart, does UK have the largest population in the world, followed by China and USA?",yes,no,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""no"",""applicable"":true,""valid"":true}]",,,,,,
audit_0160,images/audit_0160.png,Is there a dining table in the image?,yes,yes,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""yes"",""applicable"":true,""valid"":true}]",,,,,,
audit_0161,images/audit_0161.png,The cat is surrounding the remote.,false,true,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""false"",""applicable"":true,""valid"":true}]",,,,,,
audit_0162,images/audit_0162.png,The cat is on top of the keyboard.,false,true,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""relation"",""answer"":""false"",""applicable"":true,""valid"":true}]",,,,,,
audit_0163,images/audit_0163.png,What color is this band?,gold,Gold.,"[{""probe"":""blank"",""answer"":""gray"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""gold"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""gold"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""gold"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""gold"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""gold"",""applicable"":true,""valid"":true}]",,,,,,
audit_0164,images/audit_0164.png,what's the name,unanswerable,euphoria,"[{""probe"":""blank"",""answer"":""no name"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""unanswerable"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""euphony"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""euph"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""euphoria"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""iphone"",""applicable"":true,""valid"":true}]",,,,,,
audit_0165,images/audit_0165.png,The cat is in the suitcase.,false,false,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""false"",""applicable"":true,""valid"":true}]",,,,,,
audit_0166,images/audit_0166.png,"According to the table, which country in Europe has the higher GDP in 2021?","Germany had the highest GDP in Europe in 2021,",Germany,"[{""probe"":""blank"",""answer"":""france"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""germany"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""germany"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""germany"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""germany"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""germany"",""applicable"":true,""valid"":true}]",,,,,,
audit_0167,images/audit_0167.png,Is there a person in the image?,yes,yes,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""no"",""applicable"":true,""valid"":true}]",,,,,,
audit_0168,images/audit_0168.png,"Based on the map, are the Himalayas Mountains located in Asia?",no,yes,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""yes"",""applicable"":true,""valid"":true}]",,,,,,
audit_0169,images/audit_0169.png,Is there a tv in the image?,yes,yes,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""yes"",""applicable"":true,""valid"":true}]",,,,,,
audit_0170,images/audit_0170.png,The cat is within the suitcase.,true,true,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""false"",""applicable"":true,""valid"":true}]",,,,,,
audit_0171,images/audit_0171.png,The cat is on the microwave.,false,false,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""false"",""applicable"":true,""valid"":true}]",,,,,,
audit_0172,images/audit_0172.png,The cat is on top of the microwave.,false,false,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""relation"",""answer"":""false"",""applicable"":true,""valid"":true}]",,,,,,
audit_0173,images/audit_0173.png,What is this?,oreos,This is a package of Oreo cookies.,"[{""probe"":""blank"",""answer"":""this is solid gray image"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""image is too blurry to identify clearly"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""this is close up somewhat blurry image of package of oreo cookies"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""this appears to be close up blurry image of reese s peanut butter cup product packaging"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""package of oreo cookies"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""this appears to be close up blurry image of snack or candy wrapper featuring text able stuf and orfo"",""applicable"":true,""valid"":true}]",,,,,,
audit_0174,images/audit_0174.png,What is this?,water,water bottle,"[{""probe"":""blank"",""answer"":""gray background"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""water bottle"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""water bottle"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""water bottle"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""water bottle"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""water bottle"",""applicable"":true,""valid"":true}]",,,,,,
audit_0175,images/audit_0175.png,Is there a handbag in the image?,yes,yes,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""yes"",""applicable"":true,""valid"":true}]",,,,,,
audit_0176,images/audit_0176.png,"According to the image, in 2020, did China have a larger population aged between 50 and 54 years than those aged between 0 and 4 years?",yes,no,"[{""probe"":""blank"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""yes"",""applicable"":true,""valid"":true}]",,,,,,
audit_0177,images/audit_0177.png,Are two circles in the image different color? Yes or No,no,no,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""no"",""applicable"":true,""valid"":true}]",,,,,,
audit_0178,images/audit_0178.png,Is there a broccoli in the image?,yes,yes,"[{""probe"":""blank"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""yes"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""no"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""yes"",""applicable"":true,""valid"":true}]",,,,,,
audit_0179,images/audit_0179.png,The car is parallel to the parking meter.,true,false,"[{""probe"":""blank"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""false"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""true"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""false"",""applicable"":true,""valid"":true}]",,,,,,
audit_0180,images/audit_0180.png,What denomination of currency is this?,1 dollar,One dollar.,"[{""probe"":""blank"",""answer"":""i cannot determine denomination of currency because there is no image of currency provided input only contains solid gray image and some characters"",""applicable"":true,""valid"":true},{""probe"":""blur"",""answer"":""one dollar"",""applicable"":true,""valid"":true},{""probe"":""brightness"",""answer"":""one dollar"",""applicable"":true,""valid"":true},{""probe"":""crop"",""answer"":""one dollar"",""applicable"":true,""valid"":true},{""probe"":""grounding"",""answer"":""one dollar"",""applicable"":true,""valid"":true},{""probe"":""noise"",""answer"":""one dollar"",""applicable"":true,""valid"":true}]",,,,,,
